⸮⸮⸮Initializing I2C devices...
Testing device connections...
MPU6050 connection successful
a/g:	16740	208	456	-112	-2	-49
a/g:	16824	160	524	-117	12	-54
a/g:	16864	100	456	-130	-9	-58
a/g:	16848	292	644	-135	-3	-61
a/g:	16840	256	568	-106	19	-73
a/g:	16864	252	480	-138	-9	-50
a/g:	16796	208	508	-156	8	-47
a/g:	16876	152	448	-138	-39	-51
a/g:	16760	216	532	-145	-4	-59
a/g:	16772	196	628	-102	-12	-61
a/g:	16836	308	520	-114	23	-54
a/g:	16792	208	480	-147	-23	-56
a/g:	16644	244	456	-107	-2	-78
a/g:	16716	284	380	-142	-3	-55
a/g:	16760	172	548	-129	-27	-49
a/g:	16776	232	496	-145	-23	-41
a/g:	16776	200	524	-128	23	-35
a/g:	16840	260	488	-122	-5	-47
a/g:	16744	264	412	-123	5	-43
a/g:	16880	212	564	-135	-14	-54
a/g:	16868	232	544	-144	-11	-40
a/g:	16748	280	596	-136	-23	-41
a/g:	16828	176	476	-127	-28	-44
a/g:	16764	92	512	-129	-8	-53
a/g:	16744	240	436	-126	15	-49
a/g:	16800	208	544	-109	14	-78
a/g:	16752	212	520	-139	7	-51
a/g:	16732	212	436	-122	-17	-23
a/g:	16836	164	480	-136	-1	-55
a/g:	16776	232	488	-133	25	-45
a/g:	16788	180	388	-115	-21	-62
a/g:	16868	260	520	-136	-5	-32
a/g:	16728	256	520	-137	-58	-50
a/g:	16780	152	436	-124	-20	-47
a/g:	16912	104	572	-132	-8	-50
a/g:	16876	192	432	-129	-13	-51
a/g:	16628	176	504	-148	-76	-36
a/g:	16760	124	324	-123	36	-74
a/g:	16636	212	400	-148	30	-62
a/g:	16860	268	276	-120	110	-76
a/g:	16808	364	652	-147	-28	-61
a/g:	16736	220	556	-125	-27	-66
a/g:	16880	172	700	-132	8	-48
a/g:	16856	188	640	-144	-4	-45
a/g:	16800	288	556	-151	-42	-30
a/g:	16808	200	568	-113	-73	-28
a/g:	16796	188	468	-153	-5	-47
a/g:	16792	264	452	-113	46	-62
a/g:	16836	164	532	-124	6	-91
a/g:	16724	360	576	-132	24	-59
a/g:	16812	284	516	-133	11	-54
a/g:	16840	348	592	-130	-9	-48
a/g:	16776	292	572	-123	45	-59
a/g:	16792	312	600	-129	0	-54
a/g:	16784	232	540	-126	-46	-46
a/g:	16804	312	448	-139	-46	-36
a/g:	16756	252	400	-130	-2	-40
a/g:	16720	196	492	-122	20	-59
a/g:	16840	216	512	-100	13	-54
a/g:	16812	288	568	-129	-6	-48
a/g:	16832	232	340	-123	19	-61
a/g:	16728	244	472	-113	22	-57
a/g:	16840	160	696	-118	17	-76
a/g:	16780	200	604	-125	11	-55
a/g:	16772	176	504	-129	-15	-32
a/g:	16728	240	476	-120	-16	-51
a/g:	16772	244	540	-126	-2	-52
a/g:	16776	344	624	-130	-17	-55
a/g:	16788	248	568	-141	-4	-50
a/g:	16840	228	636	-135	6	-52
a/g:	16800	120	396	-118	0	-57
a/g:	16792	196	412	-139	5	-57
a/g:	16880	296	560	-138	-1	-54
a/g:	16824	176	576	-149	-15	-69
a/g:	16800	232	520	-133	3	-42
a/g:	16816	292	396	-127	-5	-53
a/g:	16772	216	416	-127	-2	-55
a/g:	16840	364	488	-130	17	-37
a/g:	16820	236	512	-114	-8	-50
a/g:	16704	212	612	-141	-21	-46
a/g:	16776	240	484	-152	-12	-50
a/g:	16820	260	532	-122	-29	-43
a/g:	16836	320	432	-139	45	-61
a/g:	16872	280	460	-111	53	-4
a/g:	16876	264	672	-154	-53	15
a/g:	16508	240	568	-136	-67	-14
a/g:	17080	172	460	-143	43	4
a/g:	16824	228	824	-149	-10	0
a/g:	16844	192	584	-124	-199	-7
a/g:	19436	808	6160	-839	-1545	416
a/g:	18892	-64	1940	-987	-5233	1972
a/g:	15472	916	-3440	188	-3145	1670
a/g:	13972	-392	732	-347	-1478	810
a/g:	13796	-560	-260	-180	-255	-920
a/g:	14684	-176	176	31	3452	-1347
a/g:	18812	764	1048	-84	3134	-1467
a/g:	19996	660	2708	-258	-47	-160
a/g:	17708	308	500	-171	-1680	558
a/g:	17640	404	1020	-359	-2823	985
a/g:	18368	388	844	-259	-3987	1525
a/g:	17336	124	988	-366	-4782	1824
a/g:	16648	68	316	-348	-4760	1897
a/g:	17268	108	212	-412	-4085	1903
a/g:	17784	108	232	-528	-4678	2175
a/g:	17268	-224	80	-422	-5450	2404
a/g:	16864	44	-936	-305	-5252	2584
a/g:	15344	-512	-3388	-83	-2114	2178
a/g:	15548	236	-1528	262	-1010	1877
a/g:	15312	-780	-300	293	-403	1200
a/g:	17596	-92	-3384	538	-831	1221
a/g:	18840	196	-3744	1393	111	1691
a/g:	20620	-360	-3592	2215	99	2616
a/g:	25488	764	1956	2419	-2402	4605
a/g:	22800	2428	1660	2010	-2377	6483
a/g:	21836	2540	-1200	2016	-3290	8045
a/g:	21580	-2136	768	1456	-3126	9523
a/g:	20748	224	572	1333	-4382	10688
a/g:	18864	-896	-744	1273	-4905	11531
a/g:	17600	-1124	-2332	1322	-4329	12111
a/g:	16652	-1816	-3280	1613	-4134	12153
a/g:	15916	-1076	-1748	2001	-4344	12050
a/g:	14944	-3020	-1892	2164	-4123	11673
a/g:	14184	-1892	-1172	2285	-3864	10937
a/g:	13300	-2604	-1672	2241	-3105	10149
a/g:	12384	-3276	-1360	2223	-2554	8945
a/g:	11832	-3628	-1508	1962	-876	7570
a/g:	8960	-4352	680	1691	-2576	5382
a/g:	8904	-4188	180	1004	-1368	3414
a/g:	8720	-4216	692	335	-328	1092
a/g:	8744	-4908	-556	-146	384	-952
a/g:	9488	-4772	-1360	-475	1167	-2960
a/g:	10304	-4088	-1008	-661	1945	-4894
a/g:	11256	-4296	-220	-972	2287	-6711
a/g:	12084	-3696	52	-1478	2718	-8152
a/g:	13216	-3192	-264	-1863	3194	-9275
a/g:	13820	-2708	-668	-2120	3422	-10167
a/g:	14960	-1532	-1568	-2127	3990	-10798
a/g:	16056	-1984	-580	-2277	3876	-11034
a/g:	17412	-1760	-380	-2229	4351	-10968
a/g:	18496	-1248	-480	-2053	4480	-10603
a/g:	18896	-1004	-1160	-1876	4095	-10056
a/g:	19060	-836	-2280	-1673	2478	-9415
a/g:	19456	-692	-1356	-1266	2460	-8460
a/g:	21784	-404	3176	-1712	2354	-7326
a/g:	22832	84	1868	-2651	1856	-5476
a/g:	24320	724	-3244	-2401	1087	-3628
a/g:	22160	-176	-2944	-1369	-10	-1503
a/g:	19860	52	-4264	-252	-239	-213
a/g:	17188	-604	-2196	234	91	264
a/g:	16084	-824	-960	261	222	187
a/g:	15704	-736	-580	135	404	-117
a/g:	16768	-800	-896	-6	331	-204
a/g:	17560	-768	-1116	5	307	8
a/g:	18272	-548	-512	84	125	286
a/g:	18908	-392	-620	192	283	736
a/g:	19196	-360	-984	317	-71	1403
a/g:	20424	-364	-1460	497	-724	2229
a/g:	20672	-604	-944	882	-1072	3411
a/g:	21860	-484	-1080	1007	-1286	4721
a/g:	22700	-392	-172	1201	-1772	6318
a/g:	22904	400	-668	1204	-2500	8061
a/g:	23276	-16	364	1192	-3752	9878
a/g:	21880	-372	-980	1189	-4248	11412
a/g:	19940	-796	-1536	1371	-4454	12615
a/g:	19020	-1176	-3088	1750	-3628	13584
a/g:	17248	-1208	-1436	2051	-5016	13902
a/g:	17272	-1436	-1824	2368	-4551	14153
a/g:	16728	-2860	-1656	2686	-4704	14248
a/g:	16200	-2608	-2452	2972	-4630	14327
a/g:	14612	-3536	-1276	3114	-3877	14005
a/g:	13068	-3808	-1728	3121	-3384	13188
a/g:	11968	-3600	-896	2893	-2947	11983
a/g:	10212	-4856	-1584	2517	-2753	10316
a/g:	9012	-4964	-912	1962	-2309	8161
a/g:	8888	-5340	308	1664	-1739	6200
a/g:	8876	-6196	112	1063	-896	4081
a/g:	8700	-5572	-400	570	-305	2089
a/g:	8520	-6108	340	21	181	104
a/g:	8340	-6192	460	-649	780	-1861
a/g:	8452	-5992	728	-1339	1177	-3958
a/g:	8456	-5364	920	-2137	1226	-6220
a/g:	8812	-4812	448	-2869	1370	-8379
a/g:	9256	-4884	-312	-3447	2366	-10456
a/g:	10360	-4644	-1100	-3810	3404	-12351
a/g:	11068	-4116	-1268	-4138	4279	-14199
a/g:	11428	-3192	-1720	-4144	4684	-16194
a/g:	11664	-3148	-900	-4015	6261	-17512
a/g:	13296	-2456	-2764	-3724	7229	-18713
a/g:	14264	-1980	-2276	-3343	6206	-19711
a/g:	15164	-1824	-2788	-2834	5104	-20424
a/g:	17748	444	-4696	-2325	6283	-20308
a/g:	20388	860	-1164	-1730	5396	-18872
a/g:	24452	1504	-2700	-1044	6820	-18279
a/g:	32767	960	-5548	-832	4241	-13987
a/g:	32767	8332	-5188	213	26474	-6446
a/g:	24992	1448	9876	-7	4604	287
a/g:	19256	-460	3764	-229	-8878	1835
a/g:	18400	560	-1756	-531	-7017	2310
a/g:	15956	-416	-3348	176	-3545	2175
a/g:	18116	-24	-216	427	-3989	2181
a/g:	21244	600	1824	537	-6501	3194
a/g:	19660	-24	-3556	228	-2613	4585
a/g:	22300	916	-576	395	-2546	5930
a/g:	21120	980	-300	620	-3402	7125
a/g:	21552	-172	-1384	911	-2943	8934
a/g:	20504	-816	-3380	866	-2935	9727
a/g:	21396	280	20	1139	-3802	11166
a/g:	20844	-56	-1380	1151	-3850	12228
a/g:	20856	-1944	-916	1262	-4178	13534
a/g:	20100	-1516	-2892	1398	-4133	14659
a/g:	18940	-476	-3024	1571	-4142	15691
a/g:	17932	-2220	-2612	2109	-5489	16030
a/g:	17024	-2320	-3676	2592	-4413	16245
a/g:	16328	-1812	-2636	3172	-4831	16392
a/g:	14192	-3068	-3236	3658	-3905	15910
a/g:	13848	-2436	-2920	4237	-4072	15278
a/g:	12700	-4008	-1164	4384	-4535	14162
a/g:	12656	-4280	-1156	4031	-3852	12914
a/g:	11300	-5008	-816	3782	-3477	11416
